cluster index	CF_componentindex	CF_NrNodes	CF_kingdom	CF_kingdom_score	CF_superclass	CF_superclass_score	CF_class	CF_class_score	CF_subclass	CF_subclass_score	CF_Dparent	CF_Dparent_score	CF_MFramework	CF_MFramework_score
5827	32	6	Organic compounds	1.0	Organic acids and derivatives	0.6409090909090909	Peptidomimetics	0.3636363636363636	Depsipeptides	0.34848484848484845	Cyclic depsipeptides	0.34848484848484845	Aromatic heteropolycyclic compounds	0.6575757575757576
4557	14	18	Organic compounds	1.0	Lipids and lipid-like molecules	0.4722222222222222	Prenol lipids	0.23750000000000002	Amino acids, peptides, and analogues	0.18333333333333332	Delta amino acids and derivatives	0.13333333333333333	Aromatic heteropolycyclic compounds	0.41805555555555557
4560	14	18	Organic compounds	1.0	Lipids and lipid-like molecules	0.4722222222222222	Prenol lipids	0.23750000000000002	Amino acids, peptides, and analogues	0.18333333333333332	Delta amino acids and derivatives	0.13333333333333333	Aromatic heteropolycyclic compounds	0.41805555555555557
4607	14	18	Organic compounds	1.0	Lipids and lipid-like molecules	0.4722222222222222	Prenol lipids	0.23750000000000002	Amino acids, peptides, and analogues	0.18333333333333332	Delta amino acids and derivatives	0.13333333333333333	Aromatic heteropolycyclic compounds	0.41805555555555557
4735	14	18	Organic compounds	1.0	Lipids and lipid-like molecules	0.4722222222222222	Prenol lipids	0.23750000000000002	Amino acids, peptides, and analogues	0.18333333333333332	Delta amino acids and derivatives	0.13333333333333333	Aromatic heteropolycyclic compounds	0.41805555555555557
4895	14	18	Organic compounds	1.0	Lipids and lipid-like molecules	0.4722222222222222	Prenol lipids	0.23750000000000002	Amino acids, peptides, and analogues	0.18333333333333332	Delta amino acids and derivatives	0.13333333333333333	Aromatic heteropolycyclic compounds	0.41805555555555557
4915	14	18	Organic compounds	1.0	Lipids and lipid-like molecules	0.4722222222222222	Prenol lipids	0.23750000000000002	Amino acids, peptides, and analogues	0.18333333333333332	Delta amino acids and derivatives	0.13333333333333333	Aromatic heteropolycyclic compounds	0.41805555555555557
4952	14	18	Organic compounds	1.0	Lipids and lipid-like molecules	0.4722222222222222	Prenol lipids	0.23750000000000002	Amino acids, peptides, and analogues	0.18333333333333332	Delta amino acids and derivatives	0.13333333333333333	Aromatic heteropolycyclic compounds	0.41805555555555557
5261	14	18	Organic compounds	1.0	Lipids and lipid-like molecules	0.4722222222222222	Prenol lipids	0.23750000000000002	Amino acids, peptides, and analogues	0.18333333333333332	Delta amino acids and derivatives	0.13333333333333333	Aromatic heteropolycyclic compounds	0.41805555555555557
5283	14	18	Organic compounds	1.0	Lipids and lipid-like molecules	0.4722222222222222	Prenol lipids	0.23750000000000002	Amino acids, peptides, and analogues	0.18333333333333332	Delta amino acids and derivatives	0.13333333333333333	Aromatic heteropolycyclic compounds	0.41805555555555557
5296	14	18	Organic compounds	1.0	Lipids and lipid-like molecules	0.4722222222222222	Prenol lipids	0.23750000000000002	Amino acids, peptides, and analogues	0.18333333333333332	Delta amino acids and derivatives	0.13333333333333333	Aromatic heteropolycyclic compounds	0.41805555555555557
5297	14	18	Organic compounds	1.0	Lipids and lipid-like molecules	0.4722222222222222	Prenol lipids	0.23750000000000002	Amino acids, peptides, and analogues	0.18333333333333332	Delta amino acids and derivatives	0.13333333333333333	Aromatic heteropolycyclic compounds	0.41805555555555557
5615	14	18	Organic compounds	1.0	Lipids and lipid-like molecules	0.4722222222222222	Prenol lipids	0.23750000000000002	Amino acids, peptides, and analogues	0.18333333333333332	Delta amino acids and derivatives	0.13333333333333333	Aromatic heteropolycyclic compounds	0.41805555555555557
5616	14	18	Organic compounds	1.0	Lipids and lipid-like molecules	0.4722222222222222	Prenol lipids	0.23750000000000002	Amino acids, peptides, and analogues	0.18333333333333332	Delta amino acids and derivatives	0.13333333333333333	Aromatic heteropolycyclic compounds	0.41805555555555557
5641	14	18	Organic compounds	1.0	Lipids and lipid-like molecules	0.4722222222222222	Prenol lipids	0.23750000000000002	Amino acids, peptides, and analogues	0.18333333333333332	Delta amino acids and derivatives	0.13333333333333333	Aromatic heteropolycyclic compounds	0.41805555555555557
5953	14	18	Organic compounds	1.0	Lipids and lipid-like molecules	0.4722222222222222	Prenol lipids	0.23750000000000002	Amino acids, peptides, and analogues	0.18333333333333332	Delta amino acids and derivatives	0.13333333333333333	Aromatic heteropolycyclic compounds	0.41805555555555557
5954	14	18	Organic compounds	1.0	Lipids and lipid-like molecules	0.4722222222222222	Prenol lipids	0.23750000000000002	Amino acids, peptides, and analogues	0.18333333333333332	Delta amino acids and derivatives	0.13333333333333333	Aromatic heteropolycyclic compounds	0.41805555555555557
5976	14	18	Organic compounds	1.0	Lipids and lipid-like molecules	0.4722222222222222	Prenol lipids	0.23750000000000002	Amino acids, peptides, and analogues	0.18333333333333332	Delta amino acids and derivatives	0.13333333333333333	Aromatic heteropolycyclic compounds	0.41805555555555557
5981	14	18	Organic compounds	1.0	Lipids and lipid-like molecules	0.4722222222222222	Prenol lipids	0.23750000000000002	Amino acids, peptides, and analogues	0.18333333333333332	Delta amino acids and derivatives	0.13333333333333333	Aromatic heteropolycyclic compounds	0.41805555555555557
4562	S416	1	no matches		no matches		no matches		no matches		no matches		no matches	
4577	S417	1	no matches		no matches		no matches		no matches		no matches		no matches	
4590	S418	1	no matches		no matches		no matches		no matches		no matches		no matches	
4594	77	2	Organic compounds	1.0	Phenylpropanoids and polyketides	0.36363636363636365	Coumarins and derivatives	0.36363636363636365	Furanocoumarins	0.36363636363636365	Psoralens	0.36363636363636365	Aromatic heteropolycyclic compounds	0.5454545454545454
4595	77	2	Organic compounds	1.0	Phenylpropanoids and polyketides	0.36363636363636365	Coumarins and derivatives	0.36363636363636365	Furanocoumarins	0.36363636363636365	Psoralens	0.36363636363636365	Aromatic heteropolycyclic compounds	0.5454545454545454
4596	S419	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteropolycyclic compounds	1.0
4601	S420	1	no matches		no matches		no matches		no matches		no matches		no matches	
4604	S421	1	no matches		no matches		no matches		no matches		no matches		no matches	
4606	S422	1	no matches		no matches		no matches		no matches		no matches		no matches	
4608	S423	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteropolycyclic compounds	1.0
4610	S424	1	no matches		no matches		no matches		no matches		no matches		no matches	
4621	S425	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aliphatic heteropolycyclic compounds	1.0
4623	83	2	Organic compounds	1.0	Organoheterocyclic compounds	0.33636363636363636	Prenol lipids	0.3227272727272727		0.14545454545454545	Limonoids	0.13636363636363635	Aromatic heteropolycyclic compounds	0.6136363636363636
4648	83	2	Organic compounds	1.0	Organoheterocyclic compounds	0.33636363636363636	Prenol lipids	0.3227272727272727		0.14545454545454545	Limonoids	0.13636363636363635	Aromatic heteropolycyclic compounds	0.6136363636363636
4637	S426	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Oligopeptides	1.0	Aromatic heteropolycyclic compounds	1.0
4640	S427	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aliphatic heteropolycyclic compounds	1.0
4647	S428	1	no matches		no matches		no matches		no matches		no matches		no matches	
4649	S429	1	no matches		no matches		no matches		no matches		no matches		no matches	
4660	S430	1	no matches		no matches		no matches		no matches		no matches		no matches	
4661	S431	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Oligopeptides	1.0	Aromatic heteropolycyclic compounds	1.0
4673	S432	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Oligopeptides	1.0	Aromatic heteropolycyclic compounds	1.0
4681	S433	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Oligopeptides	1.0	Aromatic heteropolycyclic compounds	1.0
4683	S434	1	no matches		no matches		no matches		no matches		no matches		no matches	
4690	S435	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Hybrid peptides	1.0	Hybrid peptides	1.0	Aromatic heteromonocyclic compounds	1.0
4719	S436	1	no matches		no matches		no matches		no matches		no matches		no matches	
4730	90	3	Organic compounds	0.3333333333333333	Organic acids and derivatives	0.3333333333333333	Peptidomimetics	0.3333333333333333	Hybrid peptides	0.3333333333333333	Hybrid peptides	0.3333333333333333	Aromatic heteropolycyclic compounds	0.3333333333333333
4777	90	3	Organic compounds	0.3333333333333333	Organic acids and derivatives	0.3333333333333333	Peptidomimetics	0.3333333333333333	Hybrid peptides	0.3333333333333333	Hybrid peptides	0.3333333333333333	Aromatic heteropolycyclic compounds	0.3333333333333333
4778	90	3	Organic compounds	0.3333333333333333	Organic acids and derivatives	0.3333333333333333	Peptidomimetics	0.3333333333333333	Hybrid peptides	0.3333333333333333	Hybrid peptides	0.3333333333333333	Aromatic heteropolycyclic compounds	0.3333333333333333
4762	S437	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Oligopeptides	1.0	Aromatic heteropolycyclic compounds	1.0
4773	S438	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Oligopeptides	1.0	Aromatic heteropolycyclic compounds	1.0
4775	S439	1	no matches		no matches		no matches		no matches		no matches		no matches	
4780	17	5	Organic compounds	1.0	Lipids and lipid-like molecules	0.6799999999999999	Glycerophospholipids	0.33999999999999997	Glycerophosphoethanolamines	0.22000000000000003	Triterpenoids	0.1	Aliphatic acyclic compounds	0.31999999999999995
5087	17	5	Organic compounds	1.0	Lipids and lipid-like molecules	0.6799999999999999	Glycerophospholipids	0.33999999999999997	Glycerophosphoethanolamines	0.22000000000000003	Triterpenoids	0.1	Aliphatic acyclic compounds	0.31999999999999995
5122	17	5	Organic compounds	1.0	Lipids and lipid-like molecules	0.6799999999999999	Glycerophospholipids	0.33999999999999997	Glycerophosphoethanolamines	0.22000000000000003	Triterpenoids	0.1	Aliphatic acyclic compounds	0.31999999999999995
5560	17	5	Organic compounds	1.0	Lipids and lipid-like molecules	0.6799999999999999	Glycerophospholipids	0.33999999999999997	Glycerophosphoethanolamines	0.22000000000000003	Triterpenoids	0.1	Aliphatic acyclic compounds	0.31999999999999995
6605	17	5	Organic compounds	1.0	Lipids and lipid-like molecules	0.6799999999999999	Glycerophospholipids	0.33999999999999997	Glycerophosphoethanolamines	0.22000000000000003	Triterpenoids	0.1	Aliphatic acyclic compounds	0.31999999999999995
4784	S440	1	no matches		no matches		no matches		no matches		no matches		no matches	
4802	S441	1	no matches		no matches		no matches		no matches		no matches		no matches	
4803	S442	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aliphatic heteropolycyclic compounds	1.0
4806	S443	1	no matches		no matches		no matches		no matches		no matches		no matches	
4814	S444	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Oligopeptides	1.0	Aromatic heteropolycyclic compounds	1.0
4815	S445	1	no matches		no matches		no matches		no matches		no matches		no matches	
4816	S446	1	no matches		no matches		no matches		no matches		no matches		no matches	
4817	S447	1	no matches		no matches		no matches		no matches		no matches		no matches	
4819	S448	1	no matches		no matches		no matches		no matches		no matches		no matches	
4822	S449	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteropolycyclic compounds	1.0
4829	S450	1	no matches		no matches		no matches		no matches		no matches		no matches	
4832	S451	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Peptidomimetics	1.0	Depsipeptides	1.0	Cyclic depsipeptides	1.0	Aromatic heteropolycyclic compounds	1.0
4836	S452	1	no matches		no matches		no matches		no matches		no matches		no matches	
4840	76	5	Organic compounds	1.0	Lipids and lipid-like molecules	0.43	Prenol lipids	0.21000000000000002	Triterpenoids	0.15	Triterpenoids	0.15	Aromatic heteropolycyclic compounds	0.39
4874	76	5	Organic compounds	1.0	Lipids and lipid-like molecules	0.43	Prenol lipids	0.21000000000000002	Triterpenoids	0.15	Triterpenoids	0.15	Aromatic heteropolycyclic compounds	0.39
5205	76	5	Organic compounds	1.0	Lipids and lipid-like molecules	0.43	Prenol lipids	0.21000000000000002	Triterpenoids	0.15	Triterpenoids	0.15	Aromatic heteropolycyclic compounds	0.39
5926	76	5	Organic compounds	1.0	Lipids and lipid-like molecules	0.43	Prenol lipids	0.21000000000000002	Triterpenoids	0.15	Triterpenoids	0.15	Aromatic heteropolycyclic compounds	0.39
6311	76	5	Organic compounds	1.0	Lipids and lipid-like molecules	0.43	Prenol lipids	0.21000000000000002	Triterpenoids	0.15	Triterpenoids	0.15	Aromatic heteropolycyclic compounds	0.39
4859	S453	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Oligopeptides	1.0	Aromatic heteropolycyclic compounds	1.0
4867	S454	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Oligopeptides	1.0	Aromatic heteromonocyclic compounds	1.0
4877	S455	1	no matches		no matches		no matches		no matches		no matches		no matches	
4878	S456	1	no matches		no matches		no matches		no matches		no matches		no matches	
4882	S457	1	no matches		no matches		no matches		no matches		no matches		no matches	
4891	S458	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Oligopeptides	1.0	Aromatic heteropolycyclic compounds	1.0
4899	S459	1	no matches		no matches		no matches		no matches		no matches		no matches	
4903	S460	1	no matches		no matches		no matches		no matches		no matches		no matches	
4906	S461	1	no matches		no matches		no matches		no matches		no matches		no matches	
4934	S462	1	no matches		no matches		no matches		no matches		no matches		no matches	
4943	S463	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Cyclic peptides	1.0	Aromatic heteropolycyclic compounds	1.0
4947	S464	1	no matches		no matches		no matches		no matches		no matches		no matches	
4948	S465	1	no matches		no matches		no matches		no matches		no matches		no matches	
4949	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5088	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5121	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5294	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5375	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5376	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5484	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5485	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5536	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5587	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5588	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5611	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5612	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5638	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5639	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5655	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5656	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5744	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5745	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5754	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5758	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5824	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5840	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5881	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5923	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5936	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5937	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5950	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5952	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5974	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
5975	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
6007	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
6250	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
6307	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
6341	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
6534	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
7208	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
7209	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
7218	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
7222	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
7246	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
7318	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
7453	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
7488	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
7559	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
7560	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
7576	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
7598	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
7650	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
7701	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
7720	3	95	Organic compounds	0.9894736842105263	Lipids and lipid-like molecules	0.8210735171261485	Glycerophospholipids	0.563529657477026	Glycerophosphocholines	0.38776942355889726	Phosphatidylcholines	0.10210526315789473	Aliphatic acyclic compounds	0.6083834586466166
